fecha,producto,categoría,cantidad,precio_unitario,total
2025-07-22,Rodillo felpa 9 pulgadas,Pinturas,3,15.45,46.35
2025-07-22,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.71,5.71
2025-07-23,Cemento bolsa 42.5 kg,Materiales de construcción,2,28.51,57.02
2025-07-23,Thinner acrílico 1 L,Pinturas,1,13.35,13.35
2025-07-23,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,4,8.66,34.64
2025-07-24,Cinta aislante negra,Electricidad,10,3.54,35.40
2025-07-24,Llave esférica 1/2 pulgada,Gasfitería,8,14.14,113.12
2025-07-24,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,3,9.18,27.54
2025-07-25,Cemento bolsa 42.5 kg,Materiales de construcción,20,29.95,599.00
2025-07-25,Cinta aislante negra,Electricidad,2,3.59,7.18
2025-07-25,Foco LED 9W luz fría,Electricidad,4,7.37,29.48
2025-07-25,Juego de llaves mixtas 8 piezas,Herramientas manuales,3,57.01,171.03
2025-07-25,Lente de seguridad transparente,Seguridad industrial,1,9.49,9.49
2025-07-25,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,2,5.47,10.94
2025-07-25,Thinner acrílico 1 L,Pinturas,1,12.95,12.95
2025-07-26,Alicate universal 8 pulgadas,Herramientas manuales,4,23.55,94.20
2025-07-26,Chaleco reflectivo,Seguridad industrial,10,17.79,177.90
2025-07-26,Cinta teflón 12 mm,Gasfitería,8,2.02,16.16
2025-07-26,Destornillador plano 6 pulgadas,Herramientas manuales,1,8.73,8.73
2025-07-26,Impermeabilizante 4 L,Materiales de construcción,1,73.51,73.51
2025-07-26,Interruptor simple empotrable,Electricidad,3,8.77,26.31
2025-07-26,Llave esférica 1/2 pulgada,Gasfitería,5,14.25,71.25
2025-07-27,Arena fina saco 40 kg,Materiales de construcción,20,9.32,186.40
2025-07-27,Lija al agua grano 220,Pinturas,1,1.02,1.02
2025-07-27,Pegamento PVC 1/4 gl,Gasfitería,4,16.91,67.64
2025-07-27,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.36,5.36
2025-07-28,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,1,9.14,9.14
2025-07-29,Ladrillo pandereta unidad,Materiales de construcción,1,1.01,1.01
2025-07-29,Llave esférica 1/2 pulgada,Gasfitería,5,14.09,70.45
2025-07-29,Pegamento cerámico 25 kg,Materiales de construcción,8,22.88,183.04
2025-07-29,Pintura látex blanca 1 gl,Pinturas,4,50.33,201.32
2025-07-29,Serrucho carpintero 20 pulgadas,Herramientas manuales,4,35.89,143.56
2025-07-30,Atornillador inalámbrico 12V,Herramientas eléctricas,1,181.40,181.40
2025-07-30,Cable THW 12 AWG metro,Electricidad,8,3.53,28.24
2025-07-30,Interruptor simple empotrable,Electricidad,2,9.32,18.64
2025-07-30,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,1,8.65,8.65
2025-07-31,Cinta aislante negra,Electricidad,8,3.64,29.12
2025-07-31,Destornillador plano 6 pulgadas,Herramientas manuales,3,9.04,27.12
2025-07-31,Lija al agua grano 220,Pinturas,1,1.03,1.03
2025-07-31,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,1,20.16,20.16
2025-08-01,Destornillador plano 6 pulgadas,Herramientas manuales,1,9.13,9.13
2025-08-01,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,2,8.95,17.90
2025-08-02,Lente de seguridad transparente,Seguridad industrial,3,9.88,29.64
2025-08-02,Llave francesa 10 pulgadas,Herramientas manuales,5,39.28,196.40
2025-08-02,Pegamento cerámico 25 kg,Materiales de construcción,2,22.95,45.90
2025-08-02,Tubo PVC agua 1/2 pulgada,Gasfitería,6,7.63,45.78
2025-08-03,Foco LED 9W luz fría,Electricidad,5,7.12,35.60
2025-08-03,Martillo de acero 16 oz,Herramientas manuales,1,26.30,26.30
2025-08-04,Cinta aislante negra,Electricidad,1,3.71,3.71
2025-08-04,Pintura látex marfil 1 gl,Pinturas,3,46.27,138.81
2025-08-04,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,2,8.75,17.50
2025-08-05,Arandela plana 1/4 ciento,Tornillería y fijaciones,1,6.79,6.79
2025-08-05,Cinta aislante negra,Electricidad,1,3.70,3.70
2025-08-05,Llave esférica 1/2 pulgada,Gasfitería,5,13.99,69.95
2025-08-05,Nivel de burbuja 40 cm,Herramientas manuales,1,28.06,28.06
2025-08-06,Brocha 2 pulgadas,Pinturas,1,7.27,7.27
2025-08-06,Cable THW 12 AWG metro,Electricidad,4,3.61,14.44
2025-08-06,Cable THW 12 AWG metro,Electricidad,1,3.53,3.53
2025-08-06,Cemento bolsa 42.5 kg,Materiales de construcción,2,28.50,57.00
2025-08-06,Cemento bolsa 42.5 kg,Materiales de construcción,12,30.26,363.12
2025-08-06,Cinta teflón 12 mm,Gasfitería,5,2.03,10.15
2025-08-06,Ladrillo pandereta unidad,Materiales de construcción,6,1.00,6.00
2025-08-06,Lente de seguridad transparente,Seguridad industrial,1,9.38,9.38
2025-08-06,Lija al agua grano 220,Pinturas,6,1.03,6.18
2025-08-06,Rodillo felpa 9 pulgadas,Pinturas,4,16.13,64.52
2025-08-06,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,1,8.98,8.98
2025-08-07,Arena fina saco 40 kg,Materiales de construcción,8,9.36,74.88
2025-08-07,Martillo de acero 16 oz,Herramientas manuales,2,27.11,54.22
2025-08-07,Rodillo felpa 9 pulgadas,Pinturas,2,15.87,31.74
2025-08-08,Cemento bolsa 42.5 kg,Materiales de construcción,20,29.85,597.00
2025-08-08,Rodillo felpa 9 pulgadas,Pinturas,1,15.86,15.86
2025-08-08,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,4,8.58,34.32
2025-08-09,Foco LED 9W luz fría,Electricidad,5,7.05,35.25
2025-08-09,Nivel de burbuja 40 cm,Herramientas manuales,1,30.11,30.11
2025-08-09,Tubo PVC agua 1/2 pulgada,Gasfitería,4,7.37,29.48
2025-08-10,Cinta aislante negra,Electricidad,15,3.56,53.40
2025-08-10,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,5,10.01,50.05
2025-08-11,Alicate universal 8 pulgadas,Herramientas manuales,1,24.22,24.22
2025-08-11,Arena fina saco 40 kg,Materiales de construcción,5,9.91,49.55
2025-08-11,Brocha 2 pulgadas,Pinturas,1,7.23,7.23
2025-08-11,Cinta métrica 5 m,Herramientas manuales,2,14.11,28.22
2025-08-11,Foco LED 9W luz fría,Electricidad,4,7.27,29.08
2025-08-11,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.59,5.59
2025-08-12,Cable THW 12 AWG metro,Electricidad,2,3.57,7.14
2025-08-12,Cinta métrica 5 m,Herramientas manuales,2,13.89,27.78
2025-08-13,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,2,159.94,319.88
2025-08-13,Martillo de acero 16 oz,Herramientas manuales,2,27.92,55.84
2025-08-13,Pintura látex blanca 1 gl,Pinturas,1,48.48,48.48
2025-08-13,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,10,8.67,86.70
2025-08-14,Arena fina saco 40 kg,Materiales de construcción,6,9.34,56.04
2025-08-14,Guante de seguridad latex par,Seguridad industrial,4,6.91,27.64
2025-08-14,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,5,5.49,27.45
2025-08-15,Cable THW 12 AWG metro,Electricidad,1,3.68,3.68
2025-08-15,Cinta métrica 5 m,Herramientas manuales,5,13.28,66.40
2025-08-15,Lente de seguridad transparente,Seguridad industrial,2,9.61,19.22
2025-08-15,Pegamento PVC 1/4 gl,Gasfitería,8,17.55,140.40
2025-08-16,Brocha 2 pulgadas,Pinturas,2,7.05,14.10
2025-08-16,Foco LED 9W luz fría,Electricidad,5,6.99,34.95
2025-08-16,Lija al agua grano 220,Pinturas,2,1.05,2.10
2025-08-17,Lija al agua grano 220,Pinturas,2,1.03,2.06
2025-08-17,Lija al agua grano 220,Pinturas,1,1.03,1.03
2025-08-17,Tomacorriente doble,Electricidad,15,11.21,168.15
2025-08-17,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,3,9.01,27.03
2025-08-18,Pegamento cerámico 25 kg,Materiales de construcción,20,24.35,487.00
2025-08-18,Rodillo felpa 9 pulgadas,Pinturas,2,15.99,31.98
2025-08-18,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,8,8.24,65.92
2025-08-19,Alicate universal 8 pulgadas,Herramientas manuales,2,24.80,49.60
2025-08-19,Brocha 2 pulgadas,Pinturas,2,7.01,14.02
2025-08-19,Foco LED 9W luz fría,Electricidad,1,7.00,7.00
2025-08-19,Rodillo felpa 9 pulgadas,Pinturas,4,15.66,62.64
2025-08-20,Interruptor simple empotrable,Electricidad,8,9.20,73.60
2025-08-20,Ladrillo pandereta unidad,Materiales de construcción,10,0.97,9.70
2025-08-20,Maceta plastica mediana,Jardinería,1,10.47,10.47
2025-08-20,Pegamento PVC 1/4 gl,Gasfitería,3,17.27,51.81
2025-08-20,Pegamento cerámico 25 kg,Materiales de construcción,1,23.83,23.83
2025-08-21,Alicate universal 8 pulgadas,Herramientas manuales,4,25.01,100.04
2025-08-21,Interruptor simple empotrable,Electricidad,2,9.00,18.00
2025-08-21,Rodillo felpa 9 pulgadas,Pinturas,1,15.20,15.20
2025-08-22,Arena fina saco 40 kg,Materiales de construcción,20,9.86,197.20
2025-08-22,Cemento bolsa 42.5 kg,Materiales de construcción,6,30.40,182.40
2025-08-22,Cemento bolsa 42.5 kg,Materiales de construcción,15,29.27,439.05
2025-08-22,Llave esférica 1/2 pulgada,Gasfitería,8,14.67,117.36
2025-08-23,Cinta teflón 12 mm,Gasfitería,8,1.92,15.36
2025-08-23,Llave esférica 1/2 pulgada,Gasfitería,1,14.33,14.33
2025-08-23,Mascarilla KN95 unidad,Seguridad industrial,3,2.68,8.04
2025-08-23,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,3,5.68,17.04
2025-08-23,Yeso bolsa 20 kg,Materiales de construcción,15,14.13,211.95
2025-08-24,Martillo de acero 16 oz,Herramientas manuales,4,27.33,109.32
2025-08-24,Rodillo felpa 9 pulgadas,Pinturas,6,15.85,95.10
2025-08-24,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,3,8.80,26.40
2025-08-25,Aspersor plástico regulable,Jardinería,2,17.30,34.60
2025-08-25,Destornillador plano 6 pulgadas,Herramientas manuales,2,8.97,17.94
2025-08-25,Foco LED 9W luz fría,Electricidad,5,7.05,35.25
2025-08-25,Guante de seguridad latex par,Seguridad industrial,1,6.64,6.64
2025-08-25,Pegamento cerámico 25 kg,Materiales de construcción,10,22.98,229.80
2025-08-25,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,1,8.75,8.75
2025-08-26,Alambre recocido kg,Materiales de construcción,20,8.94,178.80
2025-08-26,Arena fina saco 40 kg,Materiales de construcción,3,9.48,28.44
2025-08-27,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,2,18.78,37.56
2025-08-27,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,10,8.33,83.30
2025-08-27,Trampa lavatorio PVC,Gasfitería,8,12.55,100.40
2025-08-27,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,1,10.10,10.10
2025-08-28,Cemento bolsa 42.5 kg,Materiales de construcción,6,29.40,176.40
2025-08-28,Destornillador plano 6 pulgadas,Herramientas manuales,2,8.72,17.44
2025-08-28,Pintura látex marfil 1 gl,Pinturas,6,46.45,278.70
2025-08-28,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,2,9.05,18.10
2025-08-29,Guante de seguridad latex par,Seguridad industrial,5,6.96,34.80
2025-08-29,Lija al agua grano 220,Pinturas,6,1.02,6.12
2025-08-30,Codo PVC 1/2 pulgada,Gasfitería,10,1.61,16.10
2025-08-30,Rodillo felpa 9 pulgadas,Pinturas,1,15.79,15.79
2025-08-30,Tomacorriente doble,Electricidad,5,10.70,53.50
2025-08-30,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,4,8.79,35.16
2025-08-31,Arena fina saco 40 kg,Materiales de construcción,10,9.89,98.90
2025-08-31,Codo PVC 1/2 pulgada,Gasfitería,2,1.54,3.08
2025-08-31,Ladrillo pandereta unidad,Materiales de construcción,10,1.01,10.10
2025-08-31,Pintura látex marfil 1 gl,Pinturas,1,46.33,46.33
2025-09-01,Canaleta PVC 20x10 mm,Electricidad,1,4.49,4.49
2025-09-01,Cemento bolsa 42.5 kg,Materiales de construcción,20,29.99,599.80
2025-09-01,Maceta plastica mediana,Jardinería,3,10.35,31.05
2025-09-02,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,2,154.06,308.12
2025-09-02,Brocha 2 pulgadas,Pinturas,3,7.42,22.26
2025-09-02,Cinta métrica 5 m,Herramientas manuales,1,13.25,13.25
2025-09-02,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,10,8.44,84.40
2025-09-03,Alicate universal 8 pulgadas,Herramientas manuales,4,24.95,99.80
2025-09-03,Anclaje expansivo 3/8 unidad,Tornillería y fijaciones,1,2.79,2.79
2025-09-03,Esmalte sintético negro 1/4 gl,Pinturas,6,26.43,158.58
2025-09-03,Guante de seguridad latex par,Seguridad industrial,3,6.90,20.70
2025-09-03,Pegamento cerámico 25 kg,Materiales de construcción,15,23.46,351.90
2025-09-03,Rodillo felpa 9 pulgadas,Pinturas,1,15.64,15.64
2025-09-03,Tomacorriente doble,Electricidad,1,10.67,10.67
2025-09-03,Tomacorriente doble,Electricidad,2,10.59,21.18
2025-09-04,Martillo de acero 16 oz,Herramientas manuales,3,27.65,82.95
2025-09-04,Pegamento PVC 1/4 gl,Gasfitería,10,16.42,164.20
2025-09-04,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,3,19.29,57.87
2025-09-05,Base selladora 1 gl,Pinturas,2,39.75,79.50
2025-09-05,Cemento bolsa 42.5 kg,Materiales de construcción,3,30.73,92.19
2025-09-05,Cinta aislante negra,Electricidad,8,3.53,28.24
2025-09-05,Cinta métrica 5 m,Herramientas manuales,2,13.36,26.72
2025-09-05,Foco LED 9W luz fría,Electricidad,2,7.24,14.48
2025-09-05,Martillo de acero 16 oz,Herramientas manuales,2,26.49,52.98
2025-09-05,Tablero eléctrico 8 polos,Electricidad,4,83.80,335.20
2025-09-06,Brocha 2 pulgadas,Pinturas,2,6.92,13.84
2025-09-06,Esmalte sintético negro 1/4 gl,Pinturas,4,26.77,107.08
2025-09-06,Ladrillo pandereta unidad,Materiales de construcción,15,1.02,15.30
2025-09-06,Manguera reforzada 15 m,Jardinería,2,49.90,99.80
2025-09-06,Remache pop 1/8 ciento,Tornillería y fijaciones,2,15.87,31.74
2025-09-06,Thinner acrílico 1 L,Pinturas,1,12.64,12.64
2025-09-07,Atornillador inalámbrico 12V,Herramientas eléctricas,1,172.52,172.52
2025-09-07,Lente de seguridad transparente,Seguridad industrial,4,9.36,37.44
2025-09-07,Tomacorriente doble,Electricidad,15,11.20,168.00
2025-09-08,Casco de seguridad amarillo,Seguridad industrial,10,24.30,243.00
2025-09-08,Llave esférica 1/2 pulgada,Gasfitería,4,14.18,56.72
2025-09-08,Trampa lavatorio PVC,Gasfitería,2,12.50,25.00
2025-09-08,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,5,9.98,49.90
2025-09-09,Cinta teflón 12 mm,Gasfitería,2,2.00,4.00
2025-09-09,Destornillador plano 6 pulgadas,Herramientas manuales,5,9.06,45.30
2025-09-09,Foco LED 9W luz fría,Electricidad,4,7.03,28.12
2025-09-09,Pintura látex blanca 1 gl,Pinturas,2,48.26,96.52
2025-09-10,Cemento bolsa 42.5 kg,Materiales de construcción,5,30.58,152.90
2025-09-10,Cinta aislante negra,Electricidad,3,3.58,10.74
2025-09-10,Foco LED 9W luz fría,Electricidad,2,7.19,14.38
2025-09-10,Pegamento cerámico 25 kg,Materiales de construcción,6,22.86,137.16
2025-09-10,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,8,10.29,82.32
2025-09-11,Alicate universal 8 pulgadas,Herramientas manuales,4,24.42,97.68
2025-09-11,Arandela plana 1/4 ciento,Tornillería y fijaciones,3,6.68,20.04
2025-09-11,Cemento bolsa 42.5 kg,Materiales de construcción,10,28.59,285.90
2025-09-11,Destornillador plano 6 pulgadas,Herramientas manuales,1,9.01,9.01
2025-09-11,Foco LED 9W luz fría,Electricidad,1,7.37,7.37
2025-09-11,Rodillo felpa 9 pulgadas,Pinturas,2,15.95,31.90
2025-09-11,Tubo PVC agua 1/2 pulgada,Gasfitería,10,7.45,74.50
2025-09-11,Tubo PVC agua 1/2 pulgada,Gasfitería,2,7.61,15.22
2025-09-12,Nivel de burbuja 40 cm,Herramientas manuales,5,28.76,143.80
2025-09-12,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.37,5.37
2025-09-12,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,4,8.91,35.64
2025-09-13,Brocha 2 pulgadas,Pinturas,1,7.33,7.33
2025-09-13,Cinta métrica 5 m,Herramientas manuales,4,13.88,55.52
2025-09-13,Clavo para madera kg,Materiales de construcción,20,10.33,206.60
2025-09-13,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,8,5.63,45.04
2025-09-14,Arandela plana 1/4 ciento,Tornillería y fijaciones,3,7.08,21.24
2025-09-14,Cemento bolsa 42.5 kg,Materiales de construcción,1,28.86,28.86
2025-09-14,Chaleco reflectivo,Seguridad industrial,2,16.96,33.92
2025-09-15,Alambre recocido kg,Materiales de construcción,4,9.01,36.04
2025-09-15,Codo PVC 1/2 pulgada,Gasfitería,1,1.60,1.60
2025-09-15,Foco LED 9W luz fría,Electricidad,5,7.20,36.00
2025-09-15,Guante de seguridad latex par,Seguridad industrial,8,6.46,51.68
2025-09-15,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,5,8.60,43.00
2025-09-15,Yeso bolsa 20 kg,Materiales de construcción,8,13.35,106.80
2025-09-16,Martillo de acero 16 oz,Herramientas manuales,2,26.62,53.24
2025-09-17,Cinta métrica 5 m,Herramientas manuales,3,13.97,41.91
2025-09-17,Cinta métrica 5 m,Herramientas manuales,1,13.50,13.50
2025-09-17,Pintura látex blanca 1 gl,Pinturas,2,47.06,94.12
2025-09-17,Thinner acrílico 1 L,Pinturas,2,12.62,25.24
2025-09-17,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,8,8.72,69.76
2025-09-17,Trampa lavatorio PVC,Gasfitería,10,12.28,122.80
2025-09-18,Cinta métrica 5 m,Herramientas manuales,2,13.78,27.56
2025-09-18,Codo PVC 1/2 pulgada,Gasfitería,1,1.62,1.62
2025-09-18,Destornillador plano 6 pulgadas,Herramientas manuales,1,9.26,9.26
2025-09-18,Rodillo felpa 9 pulgadas,Pinturas,2,15.64,31.28
2025-09-19,Cinta aislante negra,Electricidad,2,3.62,7.24
2025-09-19,Destornillador plano 6 pulgadas,Herramientas manuales,2,9.05,18.10
2025-09-19,Interruptor simple empotrable,Electricidad,5,8.73,43.65
2025-09-19,Rodillo felpa 9 pulgadas,Pinturas,1,15.65,15.65
2025-09-19,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,8,8.73,69.84
2025-09-19,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,3,8.57,25.71
2025-09-20,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,1,159.46,159.46
2025-09-20,Brocha 2 pulgadas,Pinturas,6,7.09,42.54
2025-09-20,Interruptor simple empotrable,Electricidad,2,9.23,18.46
2025-09-20,Martillo de acero 16 oz,Herramientas manuales,2,27.52,55.04
2025-09-20,Martillo de acero 16 oz,Herramientas manuales,3,26.23,78.69
2025-09-21,Cinta métrica 5 m,Herramientas manuales,5,13.90,69.50
2025-09-21,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,2,5.43,10.86
2025-09-22,Cable THW 12 AWG metro,Electricidad,1,3.61,3.61
2025-09-22,Cemento bolsa 42.5 kg,Materiales de construcción,5,29.46,147.30
2025-09-23,Maceta plastica mediana,Jardinería,3,10.70,32.10
2025-09-24,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,2,151.13,302.26
2025-09-24,Codo PVC 1/2 pulgada,Gasfitería,3,1.63,4.89
2025-09-24,Destornillador plano 6 pulgadas,Herramientas manuales,5,8.66,43.30
2025-09-24,Mascarilla KN95 unidad,Seguridad industrial,1,2.59,2.59
2025-09-24,Remache pop 1/8 ciento,Tornillería y fijaciones,10,15.84,158.40
2025-09-25,Ladrillo pandereta unidad,Materiales de construcción,1,1.00,1.00
2025-09-25,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,2,5.52,11.04
2025-09-25,Thinner acrílico 1 L,Pinturas,2,13.32,26.64
2025-09-25,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,3,9.77,29.31
2025-09-26,Brocha 2 pulgadas,Pinturas,3,7.44,22.32
2025-09-26,Manguera reforzada 15 m,Jardinería,4,50.38,201.52
2025-09-26,Rodillo felpa 9 pulgadas,Pinturas,6,15.10,90.60
2025-09-27,Alicate universal 8 pulgadas,Herramientas manuales,2,23.64,47.28
2025-09-27,Arena fina saco 40 kg,Materiales de construcción,15,9.33,139.95
2025-09-27,Cinta teflón 12 mm,Gasfitería,3,2.05,6.15
2025-09-27,Clavo para madera kg,Materiales de construcción,6,9.65,57.90
2025-09-27,Tijera de podar,Jardinería,5,31.96,159.80
2025-09-27,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,10,8.68,86.80
2025-09-28,Cemento bolsa 42.5 kg,Materiales de construcción,15,29.58,443.70
2025-09-28,Ladrillo pandereta unidad,Materiales de construcción,12,0.95,11.40
2025-09-28,Nivel de burbuja 40 cm,Herramientas manuales,3,28.67,86.01
2025-09-29,Arandela plana 1/4 ciento,Tornillería y fijaciones,1,6.85,6.85
2025-09-29,Arena fina saco 40 kg,Materiales de construcción,1,9.52,9.52
2025-09-29,Cinta métrica 5 m,Herramientas manuales,5,13.75,68.75
2025-09-29,Guante de seguridad latex par,Seguridad industrial,1,6.72,6.72
2025-09-29,Lijadora orbital 240W,Herramientas eléctricas,1,135.96,135.96
2025-09-29,Pintura látex blanca 1 gl,Pinturas,1,49.05,49.05
2025-09-29,Serrucho carpintero 20 pulgadas,Herramientas manuales,5,35.49,177.45
2025-09-30,Cinta aislante negra,Electricidad,3,3.50,10.50
2025-09-30,Clavo para madera kg,Materiales de construcción,3,9.69,29.07
2025-09-30,Codo PVC 1/2 pulgada,Gasfitería,2,1.59,3.18
2025-09-30,Destornillador plano 6 pulgadas,Herramientas manuales,5,9.29,46.45
2025-09-30,Lija al agua grano 220,Pinturas,3,1.02,3.06
2025-09-30,Thinner acrílico 1 L,Pinturas,1,12.97,12.97
2025-09-30,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,2,8.96,17.92
2025-09-30,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,2,9.76,19.52
2025-10-01,Arena fina saco 40 kg,Materiales de construcción,8,9.72,77.76
2025-10-01,Ladrillo pandereta unidad,Materiales de construcción,15,0.99,14.85
2025-10-01,Ladrillo pandereta unidad,Materiales de construcción,6,1.02,6.12
2025-10-01,Lija al agua grano 220,Pinturas,1,1.04,1.04
2025-10-01,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,8,8.48,67.84
2025-10-02,Destornillador plano 6 pulgadas,Herramientas manuales,4,9.05,36.20
2025-10-02,Guante de seguridad latex par,Seguridad industrial,5,6.84,34.20
2025-10-02,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,1,19.83,19.83
2025-10-02,Pintura látex blanca 1 gl,Pinturas,4,47.05,188.20
2025-10-03,Breaker termomagnético 20A,Electricidad,2,33.39,66.78
2025-10-04,Cemento bolsa 42.5 kg,Materiales de construcción,10,29.34,293.40
2025-10-04,Guante de seguridad latex par,Seguridad industrial,5,6.84,34.20
2025-10-04,Interruptor simple empotrable,Electricidad,2,8.96,17.92
2025-10-04,Interruptor simple empotrable,Electricidad,1,9.03,9.03
2025-10-04,Trampa lavatorio PVC,Gasfitería,1,12.60,12.60
2025-10-04,Yeso bolsa 20 kg,Materiales de construcción,4,14.06,56.24
2025-10-05,Alicate universal 8 pulgadas,Herramientas manuales,5,23.79,118.95
2025-10-05,Cable THW 12 AWG metro,Electricidad,10,3.73,37.30
2025-10-05,Cinta aislante negra,Electricidad,2,3.52,7.04
2025-10-05,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,5,10.10,50.50
2025-10-06,Casco de seguridad amarillo,Seguridad industrial,2,24.00,48.00
2025-10-06,Cemento bolsa 42.5 kg,Materiales de construcción,5,29.76,148.80
2025-10-06,Mascarilla KN95 unidad,Seguridad industrial,3,2.66,7.98
2025-10-06,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,2,8.51,17.02
2025-10-06,Tubo PVC agua 1/2 pulgada,Gasfitería,10,7.57,75.70
2025-10-07,Cinta teflón 12 mm,Gasfitería,2,1.96,3.92
2025-10-07,Fertilizante universal 1 kg,Jardinería,1,14.54,14.54
2025-10-07,Trampa lavatorio PVC,Gasfitería,2,12.96,25.92
2025-10-08,Esmalte sintético negro 1/4 gl,Pinturas,4,25.11,100.44
2025-10-09,Cemento bolsa 42.5 kg,Materiales de construcción,12,30.69,368.28
2025-10-09,Mascarilla KN95 unidad,Seguridad industrial,3,2.53,7.59
2025-10-09,Tijera de podar,Jardinería,2,31.73,63.46
2025-10-10,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,1,153.89,153.89
2025-10-10,Cable THW 12 AWG metro,Electricidad,10,3.73,37.30
2025-10-10,Cemento bolsa 42.5 kg,Materiales de construcción,4,29.09,116.36
2025-10-10,Codo PVC 1/2 pulgada,Gasfitería,4,1.53,6.12
2025-10-11,Cable THW 12 AWG metro,Electricidad,15,3.75,56.25
2025-10-11,Guante de seguridad latex par,Seguridad industrial,1,6.55,6.55
2025-10-11,Juego de llaves mixtas 8 piezas,Herramientas manuales,1,58.72,58.72
2025-10-11,Llave esférica 1/2 pulgada,Gasfitería,2,15.07,30.14
2025-10-11,Pegamento PVC 1/4 gl,Gasfitería,2,16.52,33.04
2025-10-12,Codo PVC 1/2 pulgada,Gasfitería,3,1.53,4.59
2025-10-12,Tubo PVC agua 1/2 pulgada,Gasfitería,3,7.69,23.07
2025-10-13,Alambre recocido kg,Materiales de construcción,3,9.17,27.51
2025-10-13,Breaker termomagnético 20A,Electricidad,1,32.45,32.45
2025-10-13,Foco LED 9W luz fría,Electricidad,4,7.12,28.48
2025-10-13,Interruptor simple empotrable,Electricidad,8,9.09,72.72
2025-10-13,Lente de seguridad transparente,Seguridad industrial,4,9.40,37.60
2025-10-14,Destornillador plano 6 pulgadas,Herramientas manuales,1,9.12,9.12
2025-10-14,Guante de seguridad latex par,Seguridad industrial,3,6.53,19.59
2025-10-14,Lija al agua grano 220,Pinturas,2,0.99,1.98
2025-10-14,Llave esférica 1/2 pulgada,Gasfitería,5,14.89,74.45
2025-10-14,Thinner acrílico 1 L,Pinturas,4,12.78,51.12
2025-10-15,Cable THW 12 AWG metro,Electricidad,2,3.54,7.08
2025-10-15,Foco LED 9W luz fría,Electricidad,4,7.31,29.24
2025-10-15,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.74,5.74
2025-10-15,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,1,8.21,8.21
2025-10-16,Base selladora 1 gl,Pinturas,4,38.59,154.36
2025-10-16,Cable THW 12 AWG metro,Electricidad,1,3.57,3.57
2025-10-16,Cable THW 12 AWG metro,Electricidad,15,3.61,54.15
